Domain,AuthProtocol,LogonType,Destination,Source,User,DateTime,LogFile,Type,EventID
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:20:48,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:20:48,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:21:06,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:21:06,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:22:04,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:22:40,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:22:49,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:22:49,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:23:07,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:23:07,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:24:05,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
,NTLM,3,SGDISQLDEV,192.177.0.3,,01/02/2016 13:24:17,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
,NTLM,3,SGDISQLDEV,192.177.0.3,,01/02/2016 13:24:17,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:24:41,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:24:50,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:24:50,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:25:08,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:25:08,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:26:06,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:26:42,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:26:51,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:26:51,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:27:09,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:27:09,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:28:07,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:28:43,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:28:52,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:28:52,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
,NTLM,3,SGIIS01,192.177.0.99,,01/02/2016 13:29:03,t:\working_evd\SGIIS01\2016-05-10_183329\SGIIS01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:29:10,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:29:10,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
,NTLM,3,SGIIS01,192.177.0.231,,01/02/2016 13:29:27,t:\working_evd\SGIIS01\2016-05-10_183329\SGIIS01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:30:08,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:30:44,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:30:53,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:30:53,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:31:11,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:31:11,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:32:09,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:32:45,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:32:54,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:32:54,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:33:12,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:33:12,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:34:10,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
,NTLM,3,SGDISQLDEV,192.177.0.3,,01/02/2016 13:34:17,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
,NTLM,3,SGDISQLDEV,192.177.0.3,,01/02/2016 13:34:17,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:34:46,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:34:55,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:34:55,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:35:13,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:35:13,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:36:11,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:36:47,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:36:56,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:36:56,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:38:12,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:38:48,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:38:57,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:38:57,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:40:13,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:40:49,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:40:58,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:40:58,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
,NTLM,3,SGIIS01,192.177.0.99,,01/02/2016 13:41:03,t:\working_evd\SGIIS01\2016-05-10_183329\SGIIS01_evts.csv,Network,540
,NTLM,3,SGIIS01,192.177.0.231,,01/02/2016 13:41:27,t:\working_evd\SGIIS01\2016-05-10_183329\SGIIS01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:42:14,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:42:50,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:42:59,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:42:59,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:44:15,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
,NTLM,3,SGDISQLDEV,192.177.0.3,,01/02/2016 13:44:17,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
,NTLM,3,SGDISQLDEV,192.177.0.3,,01/02/2016 13:44:17,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:44:51,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:45:00,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:45:00,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:46:16,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:46:52,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:47:01,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:47:01,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:47:19,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:47:19,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:48:17,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:48:53,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:49:02,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:49:02,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:50:18,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:50:54,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:51:03,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:51:03,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:52:19,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:52:55,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
,NTLM,3,SGIIS01,192.177.0.99,,01/02/2016 13:53:03,t:\working_evd\SGIIS01\2016-05-10_183329\SGIIS01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:53:04,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:53:04,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
,NTLM,3,SGIIS01,192.177.0.231,,01/02/2016 13:53:27,t:\working_evd\SGIIS01\2016-05-10_183329\SGIIS01_evts.csv,Network,540
,NTLM,3,SGDISQLDEV,192.177.0.3,,01/02/2016 13:54:17,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
,NTLM,3,SGDISQLDEV,192.177.0.3,,01/02/2016 13:54:17,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:54:20,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:54:56,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:55:05,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:55:05,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:56:21,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:56:57,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:57:06,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:57:06,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,sqlservice,01/02/2016 13:57:27,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,sqlservice,01/02/2016 13:57:27,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:57:32,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:57:32,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:57:34,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:57:34,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:57:46,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 13:57:46,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 13:58:22,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 13:58:58,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:59:07,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 13:59:07,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 14:00:23,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 14:00:59,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 14:01:08,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 14:01:08,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 14:01:25,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 14:01:25,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 14:03:00,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 14:03:09,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 14:03:09,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 14:03:26,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 14:03:26,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
,NTLM,3,SGDISQLDEV,192.177.0.3,,01/02/2016 14:04:17,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
,NTLM,3,SGDISQLDEV,192.177.0.3,,01/02/2016 14:04:17,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 14:04:25,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 14:05:01,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
,NTLM,3,SGIIS01,192.177.0.99,,01/02/2016 14:05:03,t:\working_evd\SGIIS01\2016-05-10_183329\SGIIS01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 14:05:10,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.6,SGBOSQL01$,01/02/2016 14:05:10,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
,NTLM,3,SGIIS01,192.177.0.231,,01/02/2016 14:05:27,t:\working_evd\SGIIS01\2016-05-10_183329\SGIIS01_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 14:05:27,t:\working_evd\SGdisqldev\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGDISQLDEV,192.177.0.1,SGDB01$,01/02/2016 14:05:27,t:\working_evd\SGdisqldev\SGDISQLDEV\2016-05-10_183548\SGDISQLDEV_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.1,SGDB01$,01/02/2016 14:06:26,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
companyA,Kerberos,3,SGBOSQL01,192.177.0.2,sqlservice,01/02/2016 14:07:02,t:\working_evd\SGBOSQL01\2016-05-12_212917\SGBOSQL01_evts.csv,Network,540
